site,lat,long,transect,distance_along_tape,point,quarter,species,distance_from_point,height,dbh,ba,cover,salinity,soil_water_content,soil_carbon_content,soil_bulk_density
Noosa,-26.3807,153.0709,3,59,P3,1,AM,0.74,2.13,2.61,5.35,9.52,26,0.71079,0.3495,0.326
Noosa,-26.3807,153.0709,3,59,P3,2,AM,1.13,3.07,4.14,13.45,,,,,
Noosa,-26.3807,153.0709,3,59,P3,3,AM,1.86,1.41,3.44,9.28,,,,,
Noosa,-26.3807,153.0709,3,59,P3,4,AM,0.15,4.63,5.57,24.37,,,,,
Noosa,-26.3807,153.0709,3,69,P4,1,AC,1.22,1.32,4.42,15.38,19.92,36,0.55209,0.11444,0.51102
Noosa,-26.3807,153.0709,3,69,P4,2,AM,0.82,3.93,7.58,45.08,,,,,
Noosa,-26.3807,153.0709,3,69,P4,3,AM,1.71,4.91,12.34,119.68,,,,,
Noosa,-26.3807,153.0709,3,69,P4,4,AC,2,1.51,4.34,14.83,,,,,
Noosa,-26.3807,153.0709,3,87,P5,1,AC,0.56,1.31,3.37,8.94,1.2,35,0.37655,0.04939,0.83723
Noosa,-26.3807,153.0709,3,87,P5,2,AC,0.57,1.51,10.54,87.19,,,,,
Noosa,-26.3807,153.0709,3,87,P5,3,AC,0.56,1.46,8.53,57.16,,,,,
Noosa,-26.3807,153.0709,3,87,P5,4,AC,1.65,1.48,9.26,67.39,,,,,
Noosa,-26.3807,153.0709,3,95,P6,1,AC,1.05,1.76,4.81,18.14,18.88,36,0.28519,0.03343,1.1897
Noosa,-26.3807,153.0709,3,95,P6,2,AC,1.21,1.39,9.17,66,,,,,
Noosa,-26.3807,153.0709,3,95,P6,3,AC,0.73,1.49,5.09,20.37,,,,,
Noosa,-26.3807,153.0709,3,95,P6,4,AC,1.21,1.4,3.82,11.46,,,,,
Noosa,-26.3807,153.0709,4,26,P1,1,RS,2.44,2.99,6.49,33.12,64.64,27,0.31477,0.04323,1.08869
Noosa,-26.3807,153.0709,4,26,P1,2,RS,1.81,1.71,4.42,15.38,,,,,
Noosa,-26.3807,153.0709,4,26,P1,3,RS,3.73,2.48,5.38,22.73,,,,,
Noosa,-26.3807,153.0709,4,26,P1,4,AM,5.14,3.46,4.9,18.87,,,,,
Noosa,-26.3807,153.0709,4,40,P2,1,AM,2.44,2.14,3.12,7.64,64.64,32,0.7984,0,0.19482
Noosa,-26.3807,153.0709,4,40,P2,2,AC,1.27,0.96,2.83,6.3,,,,,
Noosa,-26.3807,153.0709,4,40,P2,3,AM,1.27,2.08,2.77,6.02,,,,,
Noosa,-26.3807,153.0709,4,40,P2,4,AC,0.9,1.31,2.58,5.22,,,,,
Noosa,-26.3807,153.0709,4,64,P3,1,AM,1.86,3.7,5.06,20.12,92.72,27,0.74771,0.4207,0.25072
Noosa,-26.3807,153.0709,4,64,P3,2,AM,1.3,2.38,4.04,12.84,,,,,
Noosa,-26.3807,153.0709,4,64,P3,3,RS,1.92,3,3.82,11.46,,,,,
Noosa,-26.3807,153.0709,4,64,P3,4,RS,3.09,2.09,2.96,6.88,,,,,
Noosa,-26.3807,153.0709,4,71,P4,1,AC,1.79,2.4,3.34,8.77,87.52,33,0.73919,0.31788,0.27023
Noosa,-26.3807,153.0709,4,71,P4,2,AM,0.84,3.66,4.36,14.94,,,,,
Noosa,-26.3807,153.0709,4,71,P4,3,RS,1.52,3.14,4.74,17.67,,,,,
Noosa,-26.3807,153.0709,4,71,P4,4,AM,1.56,2.71,3.31,8.61,,,,,
Noosa,-26.3807,153.0709,4,86,P5,1,AC,0.29,1.25,4.58,16.5,63.6,35,0.3609,0.05813,0.84383
Noosa,-26.3807,153.0709,4,86,P5,2,AM,0.17,3.03,3.21,8.12,,,,,
Noosa,-26.3807,153.0709,4,86,P5,3,AC,0.58,1.49,2.98,6.96,,,,,
Noosa,-26.3807,153.0709,4,86,P5,4,AC,0.74,1.33,2.55,5.09,,,,,
Noosa,-26.3807,153.0709,4,98,P6,1,AC,1.14,1.6,3.28,8.44,82.32,37,0.32988,0.03933,0.94385
Noosa,-26.3807,153.0709,4,98,P6,2,AM,0.35,3.91,5.57,24.37,,,,,
Noosa,-26.3807,153.0709,4,98,P6,3,RS,1.75,2.46,3.69,10.71,,,,,
Noosa,-26.3807,153.0709,4,98,P6,4,RS,1.38,2.43,4.14,13.45,,,,,
Noosa,-26.3807,153.0709,5,18,P1,1,AC,0.4,1.08,4.52,16.05,46.96,30,0.29532,0.03456,1.04271
Noosa,-26.3807,153.0709,5,18,P1,2,AC,1.23,0.91,4.84,18.39,,,,,
Noosa,-26.3807,153.0709,5,18,P1,3,AC,0.34,1.14,3.88,11.84,,,,,
Noosa,-26.3807,153.0709,5,18,P1,4,AC,0.08,0.78,2.9,6.59,,,,,
Noosa,-26.3807,153.0709,5,31,P2,1,AC,0.33,1.08,2.55,5.09,80.24,36,0.65196,0.20371,0.4002
Noosa,-26.3807,153.0709,5,31,P2,2,AC,0.48,1.3,2.71,5.75,,,,,
Noosa,-26.3807,153.0709,5,31,P2,3,AC,0.67,1.3,3.21,8.12,,,,,
Noosa,-26.3807,153.0709,5,31,P2,4,AC,0.29,1.03,2.58,5.22,,,,,
Noosa,-26.3807,153.0709,5,58,P3,1,AC,0.8,1.49,2.58,5.22,0.16,38,0.70826,0.29262,0.32531
Noosa,-26.3807,153.0709,5,58,P3,2,AC,0.6,1.31,2.74,5.89,,,,,
Noosa,-26.3807,153.0709,5,58,P3,3,AC,0.04,1.29,4.49,15.82,,,,,
Noosa,-26.3807,153.0709,5,58,P3,4,AC,0.52,1.31,3.72,10.89,,,,,
Noosa,-26.3807,153.0709,5,66,P4,1,AC,0.52,0.75,2.61,5.35,82.32,32,0.7041,0.27918,0.27558
Noosa,-26.3807,153.0709,5,66,P4,2,AC,0.59,1.32,2.74,5.89,,,,,
Noosa,-26.3807,153.0709,5,66,P4,3,RS,1.81,2.57,5.54,24.09,,,,,
Noosa,-26.3807,153.0709,5,66,P4,4,AC,0.32,1.36,3.06,7.33,,,,,
Noosa,-26.3807,153.0709,5,102,P5,1,AC,1.25,1.55,6.56,33.77,86.48,34,0.34004,0.03665,0.7963
Noosa,-26.3807,153.0709,5,102,P5,2,AC,0.93,1.48,5.73,25.78,,,,,
Noosa,-26.3807,153.0709,5,102,P5,3,AM,0.96,4.73,5.03,19.87,,,,,
Noosa,-26.3807,153.0709,5,102,P5,4,AM,1.36,4.15,5.41,23,,,,,
Noosa,-26.3807,153.0709,5,109,P6,1,AC,0.75,1.35,4.65,16.96,51.12,35,0.33059,0.04318,1.17282
Noosa,-26.3807,153.0709,5,109,P6,2,AC,0.94,1.61,5.57,24.37,,,,,
Noosa,-26.3807,153.0709,5,109,P6,3,AC,0.58,1.95,3.6,10.16,,,,,
Noosa,-26.3807,153.0709,5,109,P6,4,AC,1.03,1.78,3.69,10.71,,,,,
Noosa,-26.3807,153.0709,6,17,P1,1,AC,1.1,1.33,3.47,9.45,13.68,22,0.27792,0.02351,1.13073
Noosa,-26.3807,153.0709,6,17,P1,2,AC,2.79,1.37,3.88,11.84,,,,,
Noosa,-26.3807,153.0709,6,17,P1,3,AC,0.84,1.14,2.55,5.09,,,,,
Noosa,-26.3807,153.0709,6,17,P1,4,AC,2.87,1.09,4.42,15.38,,,,,
Noosa,-26.3807,153.0709,6,40,P2,1,AM,2.42,2.33,4.62,16.73,6.4,25,0.48784,0.13943,0.61839
Noosa,-26.3807,153.0709,6,40,P2,2,AC,2.64,1.18,3.34,8.77,,,,,
Noosa,-26.3807,153.0709,6,40,P2,3,AC,0.67,0.94,3.95,12.24,,,,,
Noosa,-26.3807,153.0709,6,40,P2,4,AM,5.44,3.39,9.55,71.62,,,,,
Noosa,-26.3807,153.0709,6,85,P3,1,AC,0.49,0.84,3.15,7.8,77.12,30,0.38407,0.07158,0.88593
Noosa,-26.3807,153.0709,6,85,P3,2,AC,0.28,1.1,4.36,14.94,,,,,
Noosa,-26.3807,153.0709,6,85,P3,3,AC,0.43,0.8,4.23,14.08,,,,,
Noosa,-26.3807,153.0709,6,85,P3,4,AC,0.22,1.4,4.97,19.37,,,,,
Noosa,-26.3807,153.0709,6,98,P4,1,AC,1,1.72,4.17,13.66,82.32,30,0.37229,0.05408,0.88009
Noosa,-26.3807,153.0709,6,98,P4,2,AC,0.71,1.93,4.27,14.29,,,,,
Noosa,-26.3807,153.0709,6,98,P4,3,AC,1.47,1.38,3.95,12.24,,,,,
Noosa,-26.3807,153.0709,6,98,P4,4,AC,0.65,1.5,5.47,23.54,,,,,
Noosa,-26.3807,153.0709,6,111,P5,1,AC,1.35,1.03,4.04,12.84,0.16,31,0.34322,0.06477,0.98473
Noosa,-26.3807,153.0709,6,111,P5,2,AC,0.74,1.41,3.47,9.45,,,,,
Noosa,-26.3807,153.0709,6,111,P5,3,AC,0.72,1.09,3.95,12.24,,,,,
Noosa,-26.3807,153.0709,6,111,P5,4,AC,0.47,1.5,3.31,8.61,,,,,
Noosa,-26.3807,153.0709,6,120,P6,1,AC,1.64,1.45,6.11,29.34,78.16,36,0.25404,0.02194,1.24472
Noosa,-26.3807,153.0709,6,120,P6,2,AC,1.01,1.59,7.19,40.64,,,,,
Noosa,-26.3807,153.0709,6,120,P6,3,AC,0.49,1.48,7.61,45.46,,,,,
Noosa,-26.3807,153.0709,6,120,P6,4,AM,1.43,2.62,3.06,7.33,,,,,
Noosa,-26.3807,153.0709,7,40,P1,1,AC,3.64,0.87,3.21,8.12,0.16,21,0.30941,0.03628,0.97529
Noosa,-26.3807,153.0709,7,40,P1,2,AC,3.14,1.1,3.25,8.28,,,,,
Noosa,-26.3807,153.0709,7,40,P1,3,BG,2.05,1.49,2.83,6.3,,,,,
Noosa,-26.3807,153.0709,7,40,P1,4,AM,3.01,2.55,6.21,30.26,,,,,
Noosa,-26.3807,153.0709,7,53,P2,1,RS,1.55,1.75,4.01,12.63,12.64,33,0.43392,0.08184,0.74111
Noosa,-26.3807,153.0709,7,53,P2,2,AM,3.79,1.4,3.37,8.94,,,,,
Noosa,-26.3807,153.0709,7,53,P2,3,RS,1.6,1.25,2.58,5.22,,,,,
Noosa,-26.3807,153.0709,7,53,P2,4,RS,1.74,2.24,4.04,12.84,,,,,
Noosa,-26.3807,153.0709,7,78,P3,1,AM,1.55,2.5,4.55,16.27,4.32,24,0.46084,0.09164,0.72197
Noosa,-26.3807,153.0709,7,78,P3,2,AC,0.31,1.1,2.99,7.03,,,,,
Noosa,-26.3807,153.0709,7,78,P3,3,AC,0.77,1.12,3.25,8.28,,,,,
Noosa,-26.3807,153.0709,7,78,P3,4,AM,1.61,2.49,9.04,64.18,,,,,
Noosa,-26.3807,153.0709,7,92,P4,1,RS,5.24,2.17,5.03,19.87,94.8,23,0.69891,0.3018,0.3089
Noosa,-26.3807,153.0709,7,92,P4,2,RS,1.88,1.18,2.55,5.09,,,,,
Noosa,-26.3807,153.0709,7,92,P4,3,AM,5.12,1.79,3.31,8.61,,,,,
Noosa,-26.3807,153.0709,7,92,P4,4,BG,5.59,1.31,3.18,7.96,,,,,
Noosa,-26.3807,153.0709,7,125,P5,1,AC,0.55,1.29,4.14,13.45,88.56,35,0.40865,0.06847,0.85235
Noosa,-26.3807,153.0709,7,125,P5,2,AC,0.22,1.2,3.28,8.44,,,,,
Noosa,-26.3807,153.0709,7,125,P5,3,AC,0.65,1.43,8.63,58.44,,,,,
Noosa,-26.3807,153.0709,7,125,P5,4,AC,0.58,1.48,7.96,49.74,,,,,
Noosa,-26.3807,153.0709,7,138,P6,1,AC,1.47,1.32,4.65,16.96,55.28,36,0.34696,0.02808,1.09451
Noosa,-26.3807,153.0709,7,138,P6,2,AC,1.66,1.3,6.65,34.76,,,,,
Noosa,-26.3807,153.0709,7,138,P6,3,AM,2.93,2.81,2.93,6.74,,,,,
Noosa,-26.3807,153.0709,7,138,P6,4,AC,1.14,1.09,9.42,69.72,,,,,
Noosa,-26.3807,153.0709,8,12,P1,1,RS,2.48,1.9,3.92,12.04,94.8,8,0.76976,0.40665,0.37555
Noosa,-26.3807,153.0709,8,12,P1,2,AM,1.02,3.53,4.46,15.6,,,,,
Noosa,-26.3807,153.0709,8,12,P1,3,AM,0.78,3.84,3.53,9.8,,,,,
Noosa,-26.3807,153.0709,8,12,P1,4,AM,0.89,3.16,6.3,31.2,,,,,
Noosa,-26.3807,153.0709,8,19,P2,1,BG,3.09,1.92,3.02,7.18,96.88,38,0.76547,0.41441,0.13667
Noosa,-26.3807,153.0709,8,19,P2,2,AM,1.62,1.59,3.12,7.64,,,,,
Noosa,-26.3807,153.0709,8,19,P2,3,AM,0.81,2.47,5.97,27.98,,,,,
Noosa,-26.3807,153.0709,8,19,P2,4,AM,3.31,2.44,3.31,8.61,,,,,
Noosa,-26.3807,153.0709,8,38,P3,1,AM,0.74,2.97,3.34,8.77,59.44,35,0.72717,0.34604,0.28097
Noosa,-26.3807,153.0709,8,38,P3,2,RS,2.58,2.97,5.32,22.19,,,,,
Noosa,-26.3807,153.0709,8,38,P3,3,AM,1.58,2.44,2.83,6.3,,,,,
Noosa,-26.3807,153.0709,8,38,P3,4,RS,1.4,2.36,3.85,11.65,,,,,
Noosa,-26.3807,153.0709,8,58,P4,1,RS,3.47,2.68,3.98,12.43,93.76,37,0.46691,0.11664,0.76189
Noosa,-26.3807,153.0709,8,58,P4,2,AM,1.44,3.53,8.31,54.21,,,,,
Noosa,-26.3807,153.0709,8,58,P4,3,RS,1.73,3.53,6.88,37.13,,,,,
Noosa,-26.3807,153.0709,8,58,P4,4,AC,0.83,1.51,5.41,23,,,,,
Noosa,-26.3807,153.0709,8,100,P5,1,AC,0.31,1.07,2.96,6.88,52.16,35,0.28841,0.02476,1.20742
Noosa,-26.3807,153.0709,8,100,P5,2,AC,0.63,1.31,2.99,7.03,,,,,
Noosa,-26.3807,153.0709,8,100,P5,3,AM,0.27,1.79,4.81,18.14,,,,,
Noosa,-26.3807,153.0709,8,100,P5,4,AM,0.4,1.45,3.37,8.94,,,,,
Noosa,-26.3807,153.0709,8,111,P6,1,AC,0.47,0.99,3.25,8.28,52.16,38,0.20095,0.01123,1.25284
Noosa,-26.3807,153.0709,8,111,P6,2,AC,0.16,0.82,2.96,6.88,,,,,
Noosa,-26.3807,153.0709,8,111,P6,3,AC,0.4,0.91,3.53,9.8,,,,,
Noosa,-26.3807,153.0709,8,111,P6,4,AC,0.26,0.98,5.05,19.99,,,,,
Noosa,-26.3807,153.0709,9,20,P1,1,RS,1.49,3.14,5.16,20.88,59.44,9,0.79901,0.48189,0.19356
Noosa,-26.3807,153.0709,9,20,P1,2,AM,0.61,3.02,3.18,7.96,,,,,
Noosa,-26.3807,153.0709,9,20,P1,3,AM,1.49,2.57,2.55,5.09,,,,,
Noosa,-26.3807,153.0709,9,20,P1,4,AM,2.08,4.13,8.21,52.97,,,,,
Noosa,-26.3807,153.0709,9,27,P2,1,RS,3.61,1.93,5.92,27.53,95.84,42,0.28505,0.03458,1.16891
Noosa,-26.3807,153.0709,9,27,P2,2,RS,2.56,2.85,3.37,8.94,,,,,
Noosa,-26.3807,153.0709,9,27,P2,3,RS,1.52,2.64,5.54,24.09,,,,,
Noosa,-26.3807,153.0709,9,27,P2,4,AM,1.12,3.52,4.04,12.84,,,,,
Noosa,-26.3807,153.0709,9,52,P3,1,RS,1.56,2.49,4.14,13.45,8.48,34,0.73555,0.32469,0.29715
Noosa,-26.3807,153.0709,9,52,P3,2,RS,2.21,2.5,6.68,35.09,,,,,
Noosa,-26.3807,153.0709,9,52,P3,3,RS,1.25,1.86,2.58,5.22,,,,,
Noosa,-26.3807,153.0709,9,52,P3,4,RS,0.61,2.11,2.58,5.22,,,,,
Noosa,-26.3807,153.0709,9,65,P4,1,RS,2.79,2.89,5.63,24.93,28.24,34,0.55847,0.11596,0.53172
Noosa,-26.3807,153.0709,9,65,P4,2,AM,1.67,2.8,4.23,14.08,,,,,
Noosa,-26.3807,153.0709,9,65,P4,3,RS,1.22,2.75,5.83,26.65,,,,,
Noosa,-26.3807,153.0709,9,65,P4,4,AC,2.39,1.3,3.57,9.98,,,,,
Noosa,-26.3807,153.0709,9,100,P5,1,AC,0.31,1.02,2.9,6.59,52.16,38,0.29572,0.02886,1.14773
Noosa,-26.3807,153.0709,9,100,P5,2,AC,0.35,0.98,2.9,6.59,,,,,
Noosa,-26.3807,153.0709,9,100,P5,3,AC,1.04,1.14,4.01,12.63,,,,,
Noosa,-26.3807,153.0709,9,100,P5,4,AC,1.36,1.08,3.66,10.52,,,,,
Noosa,-26.3807,153.0709,9,112,P6,1,AC,0.48,0.91,2.63,5.42,7.44,38,0.21137,0.01734,1.28557
Noosa,-26.3807,153.0709,9,112,P6,2,AC,0.29,1.06,3.06,7.33,,,,,
Noosa,-26.3807,153.0709,9,112,P6,3,AC,0.35,0.72,2.93,6.74,,,,,
Noosa,-26.3807,153.0709,9,112,P6,4,AC,0.25,0.98,3.57,9.98,,,,,
Noosa,-26.3807,153.0709,10,22,P1,1,BG,1.99,1.17,2.61,5.35,100,0,0.7985,0.57267,0.25233
Noosa,-26.3807,153.0709,10,22,P1,2,RS,1.22,2.08,3.31,8.61,,,,,
Noosa,-26.3807,153.0709,10,22,P1,3,RS,1.91,2.02,3.5,9.63,,,,,
Noosa,-26.3807,153.0709,10,22,P1,4,RS,1.18,1.97,2.55,5.09,,,,,
Noosa,-26.3807,153.0709,10,33,P2,1,AM,1.42,6.24,10.31,83.54,33.44,0,0.81925,0.57251,0.13099
Noosa,-26.3807,153.0709,10,33,P2,2,RS,1.24,4.47,4.01,12.63,,,,,
Noosa,-26.3807,153.0709,10,33,P2,3,RS,1.15,1.45,2.55,5.09,,,,,
Noosa,-26.3807,153.0709,10,33,P2,4,RS,1.09,6.14,10.41,85.09,,,,,
Noosa,-26.3807,153.0709,10,79,P3,1,RS,2.31,3.21,7.32,42.1,100,33,0.54087,0.14302,0.61982
Noosa,-26.3807,153.0709,10,79,P3,2,RS,1.21,2.83,7.54,44.7,,,,,
Noosa,-26.3807,153.0709,10,79,P3,3,RS,2.98,2.21,2.61,5.35,,,,,
Noosa,-26.3807,153.0709,10,79,P3,4,AM,1.74,4.07,6.97,38.17,,,,,
Noosa,-26.3807,153.0709,10,98,P4,1,RS,0.77,3.05,4.33,14.72,77.12,37,0.47829,0.09579,0.68528
Noosa,-26.3807,153.0709,10,98,P4,2,RS,2.98,2.49,3.98,12.43,,,,,
Noosa,-26.3807,153.0709,10,98,P4,3,AM,0.63,3.06,4.07,13.04,,,,,
Noosa,-26.3807,153.0709,10,98,P4,4,RS,1.71,2.81,6.59,34.1,,,,,
Noosa,-26.3807,153.0709,10,118,P5,1,AC,0.81,1.35,3.86,11.72,57.36,38,0.26496,0.0265,1.2256
Noosa,-26.3807,153.0709,10,118,P5,2,AC,0.73,1.32,3.71,10.83,,,,,
Noosa,-26.3807,153.0709,10,118,P5,3,AC,1.1,1.83,2.97,6.93,,,,,
Noosa,-26.3807,153.0709,10,118,P5,4,AC,0.39,1.6,3.02,7.14,,,,,
Noosa,-26.3807,153.0709,10,132,P6,1,AC,1,1.25,4.07,13.04,0.16,37,0.23508,0.02323,1.23129
Noosa,-26.3807,153.0709,10,132,P6,2,AC,0.66,1.11,3.1,7.56,,,,,
Noosa,-26.3807,153.0709,10,132,P6,3,AC,1.29,1.35,3.92,12.04,,,,,
Noosa,-26.3807,153.0709,10,132,P6,4,AC,1.48,1.6,3.14,7.75,,,,,
Cooloola,-25.82491,153.0715,1,7,P1,1,RS,0.88,3.1,2.93,6.74,93.76,35,0.32787,0.05732,0.89605
Cooloola,-25.82491,153.0715,1,7,P1,2,RS,1.07,3.09,3.38,9,,,,,
Cooloola,-25.82491,153.0715,1,7,P1,3,RS,0.37,3.51,2.99,7.03,,,,,
Cooloola,-25.82491,153.0715,1,7,P1,4,RS,1.82,3.12,3.06,7.33,,,,,
Cooloola,-25.82491,153.0715,1,14,P2,1,RS,2.03,3.74,3.25,8.28,81.28,38,0.26677,0.02288,1.18731
Cooloola,-25.82491,153.0715,1,14,P2,2,RS,1.81,3.89,6.07,28.95,,,,,
Cooloola,-25.82491,153.0715,1,14,P2,3,RS,0.94,4.2,4.01,12.63,,,,,
Cooloola,-25.82491,153.0715,1,14,P2,4,RS,3.84,2,3.28,8.44,,,,,
Cooloola,-25.82491,153.0715,1,30,P3,1,RS,1.74,4.07,3.82,11.46,88.56,36,0.42197,0.06413,0.7648
Cooloola,-25.82491,153.0715,1,30,P3,2,RS,1.71,4.05,4.27,14.29,,,,,
Cooloola,-25.82491,153.0715,1,30,P3,3,RS,3.08,4.35,6.91,37.47,,,,,
Cooloola,-25.82491,153.0715,1,30,P3,4,RS,0.28,3.96,3.6,10.16,,,,,
Cooloola,-25.82491,153.0715,1,40,P4,1,AM,4.41,3.71,4.62,16.73,95.84,36,0.29875,0.02378,1.03783
Cooloola,-25.82491,153.0715,1,40,P4,2,AM,3.27,4.77,11.98,112.7,,,,,
Cooloola,-25.82491,153.0715,1,40,P4,3,AM,1.6,3.48,3.88,11.84,,,,,
Cooloola,-25.82491,153.0715,1,40,P4,4,RS,0.72,2.1,2.96,6.88,,,,,
Cooloola,-25.82491,153.0715,1,60,P5,1,RS,1.71,4.21,6.24,30.57,97.92,36,0.2867,0.03695,0.95135
Cooloola,-25.82491,153.0715,1,60,P5,2,AM,1.27,4.85,3.74,10.99,,,,,
Cooloola,-25.82491,153.0715,1,60,P5,3,AM,1.48,3.3,4.68,17.2,,,,,
Cooloola,-25.82491,153.0715,1,60,P5,4,AM,0.99,4.63,7.29,41.73,,,,,
Cooloola,-25.82491,153.0715,1,75,P6,1,AM,2.37,3.1,3.47,9.45,67.76,36,0.32987,0.03056,0.92753
Cooloola,-25.82491,153.0715,1,75,P6,2,AM,3.66,5.15,9.32,68.2,,,,,
Cooloola,-25.82491,153.0715,1,75,P6,3,AM,1.54,4.45,5.7,25.5,,,,,
Cooloola,-25.82491,153.0715,1,75,P6,4,AM,0.96,5.78,5.63,24.93,,,,,
Cooloola,-25.82491,153.0715,2,5,P1,1,AM,3.77,5.1,9.82,75.77,76.08,36,0.29539,0.05312,1.02757
Cooloola,-25.82491,153.0715,2,5,P1,2,RS,1.56,3.1,3.72,10.89,,,,,
Cooloola,-25.82491,153.0715,2,5,P1,3,AM,1.35,4.64,7.16,40.29,,,,,
Cooloola,-25.82491,153.0715,2,5,P1,4,RS,1.98,4.5,4.39,15.15,,,,,
Cooloola,-25.82491,153.0715,2,12,P2,1,RS,2.86,2.31,2.55,5.09,95.84,35,0.26166,0.03731,1.07235
Cooloola,-25.82491,153.0715,2,12,P2,2,RS,1.77,3.38,5.32,22.19,,,,,
Cooloola,-25.82491,153.0715,2,12,P2,3,AM,2.37,2.79,2.55,5.09,,,,,
Cooloola,-25.82491,153.0715,2,12,P2,4,AM,1.62,2.99,2.83,6.3,,,,,
Cooloola,-25.82491,153.0715,2,33,P3,1,RS,0.77,6.09,47.56,1776.2,95.84,36,0.42249,0.09243,0.74732
Cooloola,-25.82491,153.0715,2,33,P3,2,AM,2.02,5.39,7.65,45.96,,,,,
Cooloola,-25.82491,153.0715,2,33,P3,3,RS,1.94,4.69,6.4,32.15,,,,,
Cooloola,-25.82491,153.0715,2,33,P3,4,AM,0.91,5.77,10.35,84.05,,,,,
Cooloola,-25.82491,153.0715,2,53,P4,1,RS,3,4.66,7.16,40.29,96.88,35,0.3909,0.05782,0.7859
Cooloola,-25.82491,153.0715,2,53,P4,2,AM,0.98,4.09,4.07,13.04,,,,,
Cooloola,-25.82491,153.0715,2,53,P4,3,RS,2.29,4.85,7.61,45.46,,,,,
Cooloola,-25.82491,153.0715,2,53,P4,4,AM,1.22,3.44,3.06,7.33,,,,,
Cooloola,-25.82491,153.0715,2,83,P5,1,AM,1.98,1.47,4.14,13.45,74,36,0.21088,0.0111,1.43811
Cooloola,-25.82491,153.0715,2,83,P5,2,RS,5.06,3.29,4.17,13.66,,,,,
Cooloola,-25.82491,153.0715,2,83,P5,3,AM,4.58,3.35,6.02,28.43,,,,,
Cooloola,-25.82491,153.0715,2,83,P5,4,AM,2.95,3.4,7.52,44.45,,,,,
Cooloola,-25.82491,153.0715,2,98,P6,1,AM,1.83,3.25,4.28,14.36,74,37,0.20726,0.01443,1.33918
Cooloola,-25.82491,153.0715,2,98,P6,2,AM,5.64,4.04,7.88,48.75,,,,,
Cooloola,-25.82491,153.0715,2,98,P6,3,AM,2.16,2.51,4.24,14.13,,,,,
Cooloola,-25.82491,153.0715,2,98,P6,4,AM,5.05,3.68,7.03,38.87,,,,,
Cooloola,-25.82491,153.0715,3,8,P1,1,RS,3.26,2.11,2.71,5.75,76.08,36,0.23044,0.02377,1.22365
Cooloola,-25.82491,153.0715,3,8,P1,2,RS,1.28,3.22,3.02,7.18,,,,,
Cooloola,-25.82491,153.0715,3,8,P1,3,AC,1.65,1.3,2.15,3.64,,,,,
Cooloola,-25.82491,153.0715,3,8,P1,4,RS,2.91,3.12,4.04,12.84,,,,,
Cooloola,-25.82491,153.0715,3,15,P2,1,RS,3.93,2.32,2.83,6.3,79.2,35,0.25459,0.03436,1.06977
Cooloola,-25.82491,153.0715,3,15,P2,2,RS,2.62,2.99,3.72,10.89,,,,,
Cooloola,-25.82491,153.0715,3,15,P2,3,RS,2.28,2.39,2.99,7.03,,,,,
Cooloola,-25.82491,153.0715,3,15,P2,4,RS,1.26,2.7,3.69,10.71,,,,,
Cooloola,-25.82491,153.0715,3,24,P3,1,RS,4.85,3.78,5.6,24.65,1.2,35,0.23377,0.0283,1.13874
Cooloola,-25.82491,153.0715,3,24,P3,2,RS,2.31,3.39,4.39,15.15,,,,,
Cooloola,-25.82491,153.0715,3,24,P3,3,AM,2.2,1.41,3.34,8.77,,,,,
Cooloola,-25.82491,153.0715,3,24,P3,4,RS,1.62,1.87,2.58,5.22,,,,,
Cooloola,-25.82491,153.0715,3,33,P4,1,RS,1.18,3.45,2.74,5.89,94.8,36,0.65085,0.06281,0.77037
Cooloola,-25.82491,153.0715,3,33,P4,2,RS,2.22,3.73,6.18,29.95,,,,,
Cooloola,-25.82491,153.0715,3,33,P4,3,RS,0.99,3.46,3.66,10.52,,,,,
Cooloola,-25.82491,153.0715,3,33,P4,4,RS,3.5,3.67,3.37,8.94,,,,,
Cooloola,-25.82491,153.0715,3,58,P5,1,RS,2.69,3.7,4.39,15.15,14.72,35,0,0.02367,1.13601
Cooloola,-25.82491,153.0715,3,58,P5,2,RS,4.36,4.79,9.1,65.09,,,,,
Cooloola,-25.82491,153.0715,3,58,P5,3,RS,3.88,4.1,3.72,10.89,,,,,
Cooloola,-25.82491,153.0715,3,58,P5,4,RS,3.04,4.12,7.35,42.46,,,,,
Cooloola,-25.82491,153.0715,3,68,P6,1,RS,4.24,3.74,4.14,13.45,95.84,35,0.26619,0.02387,1.03921
Cooloola,-25.82491,153.0715,3,68,P6,2,RS,3.83,4.04,6.23,30.47,,,,,
Cooloola,-25.82491,153.0715,3,68,P6,3,RS,5.32,4.3,5.73,25.78,,,,,
Cooloola,-25.82491,153.0715,3,68,P6,4,AM,1.22,3.7,7.45,43.57,,,,,
Cooloola,-25.82491,153.0715,4,6,P1,1,RS,1.03,1.95,2.86,6.45,82.32,30,0.25432,0.01928,1.17796
Cooloola,-25.82491,153.0715,4,6,P1,2,AM,1.58,3.7,8.71,59.53,,,,,
Cooloola,-25.82491,153.0715,4,6,P1,3,AC,3.05,0.95,2.4,4.52,,,,,
Cooloola,-25.82491,153.0715,4,6,P1,4,AM,0.69,4.78,11.49,103.71,,,,,
Cooloola,-25.82491,153.0715,4,12,P2,1,RS,3.59,3.39,5.6,24.65,83.36,35,0.2726,0.02875,1.18339
